titulo;url;regiao;descricao
Engenheiro de Dados (Inovação);https://www.catho.com.br/vagas/engenheiro-de-dados-inovacao/18383134/?origem_apply=busca-de-vagas&entrada_apply=direto;Porto Alegre - RS (1);Atuar no design, programação e testes de soluções críticas e escaláveis. Projetar, evoluir e manter pipelines de dados envolvendo as fases de ingestão, saneamento, processamento, entrega e visualização. Desenvolver e manter rotinas de captura, tratamento e enriquecimento de dados. Apoiar na análise dos dados processados pelas soluções e na preparação dos dados para exploração em ambiente analítico. Atuar na resolução de incidentes e defeitos, propondo melhorias para aplicações e processos. Apoiar na elaboração e revisão de especificações técnicas, funcionais e não funcionais. Trabalhar de forma colaborativa, apoiando o time e disseminando conhecimento. Conheça os conhecimentos que procuramos: Experiência prévia em desenvolvimento de sistemas corporativos e especificação de sistemas. Experiência prévia no desenvolvimento de pipelines de dados envolvendo as fases de ingestão, processamento, entrega e visualização. Computação em nuvem (preferencialmente Microsoft Azure) incluindo Storage, App Services, Serverless/Functions. Conhecimento em Ferramentas de Exploração e Análise de Dados, principais SGBDs de mercado, SQL, NoSQL, Spark, Python, etc. Boas práticas e metodologias de desenvolvimento de software. Perfil analítico e visão sistêmica. Iniciativa e pró-atividade para identificar, diagnosticar e propor soluções. Empatia e bom relacionamento para trabalho em equipe. Disposição e vontade para ensinar e aprender. Qualificações e Habilidades desejadas: Experiência em governança de dados incluindo saneamento, tratamento e classificação. Excel avançado para manipulação de dados. Ferramentas analíticas tais como Power BI, Microstrategy, Tableau, etc. Experiência com tecnologias envolvendo inteligência artificial e machine learning. Conhecimentos em HTML, XML, CSS, Maven/Ant, Log4j/Logback, JUnit/TestNG, WebServices SOAP/REST, JSF, Spring Boot, JPA com Hibernate, Angular 5, Javacript, TypeScript, Go Language. Formação Requerida: Superior completo na área de Tecnologia da Informação ou cursos afins.
Engenheiro de Dados Pleno;https://www.catho.com.br/vagas/engenheiro-de-dados-pleno/18383159/?origem_apply=busca-de-vagas&entrada_apply=direto;Porto Alegre - RS (1);Pesquisar, definir e desenvolver as soluções de processamento, armazenamento e disponibilização de grandes volumes de dados que compõem as plataformas Big Data, de dados e analítica, utilizadas pelos produtos da Neogrid. Construir e manter o pipeline de ingestão, processamento e transformação de dados em insights para os produtos dentro dos padrões de qualidade e performance, em cumprimento ao planejamento estabelecido. Experiência em desenvolvimento de sistemas corporativos, orientação a objetos, padrões de projetos e testes unitários. Experiência na tecnologia Scala ou Java, banco de dados relacional e NoSQL, gerenciamento de dependências (maven, sbt, gradle) e sistema operacional Linux. Conhecimento em arquitetura Big Data e experiencia nas tecnologias para processamento distribuído (Spark, MapReduce) Conhecimento em Hadoop e seu ecossistema (Hbase, HDFS, YARN, Zookeeper, Solr), e/ou conhecimento em processamento massivo de dados em cloud (Azure, AWS).Conhecimento em Business Intelligence (Datawarehouse, Datamining) Superior completo em Sistemas de Informação, Ciência da Computação, Engenharia da Computação, Análise de Sistemas ou área relacionada.
Engenheiro de Dados Pleno;https://www.catho.com.br/vagas/engenheiro-de-dados-pleno/18615333/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Nesta vaga de Eng. de Dados você irá trabalhar diretamente na construção e em melhorias de toda nossa infraestrutura de Dados, tanto para nossos times de BI quanto para nossos times de Engenharia de Dados. Será responsável por melhorias de processos e de ferramentas, construção e melhora de ETL&#39s, ferramentas de extração de dados, anonimização, padronização de dados. O QUE ESPERAMOS DE VOCÊ: Experiência comprovada na execução de pipeline de dados para Ciência de dados e Machine Learning. Ter a filosofia de que simplicidade é a maior das sofisticações. Trabalhe com software livre e seja um multiplicador deste conhecimento. Entender sobre arquitetura de dados moderna, ETL&#39s usando AIRFLOW ou correlatos. PONTOS EXTRAS PARA: Conhecimento em AWS, Amazon Web Service. Conhecimento em linguagens como Python e/ou Ruby. Ter implementado arquiteturas de extração e manipulação de dados usando Airflow+S3. BENEFÍCIOS DE UM NEXEER: Fazer parte do time que constitui a maior Fintech de Marketplace Lending da América Latina. Ambiente dinâmico, colaborativo e inovador: para conseguir acompanhar o mercado e continuar inovando, nosso ritmo é acelerado e nossa curva de aprendizado é muito alta. Além disso, valorizamos um ambiente informal com contato direto e constante com os sócios e o CEO. Honestidade e desenvolvimento: Aqui, você encontrará um ambiente que valoriza feedbacks 360° e 1:1. Acreditamos que a honestidade é a fórmula do desenvolvimento individual e do trabalho em equipe. Localização acessível: atualmente nosso escritório se encontra ao lado do metrô Faria Lima, com fácil acesso através de transporte público. Achamos essencial nosso escritório ser acessível e próximo a um dos maiores polos de comércio e finanças do país. Gympass: plataforma que te dá benefícios em mais de 18 mil academias no Brasil. Nas academias conveniadas são oferecidas mais de 700 modalidades esportivas, incluindo aulas de dança, artes marciais, musculação, yoga, aulas aquáticas, pilates e até massagem! POSHER Benefícios In-Company : plataforma que oferece uma diversidade de serviços online para aumentar o seu nível de bem-estar e ajudar você a relaxar! Você terá acesso a aulas online de yoga, pilates, mindfulness, consultas com nutricionistas e psicólogos, aulas de inglês, espanhol e muito mais. Tudo isso sem perder tempo com deslocamento! Plano de Saúde Unimed em parceria com a Vitta! Dando direito ao nosso colaborador ao PrimeCare: uma Equipe de Saúde 24/7, com tecnologia proprietária e time próprio, que pode ser acessada via WhatsApp ou pelo App. Ao ser atendido pelo médicos de plantão você terá direito de até 90% de subsídio no medicamento e reembolso de até R$220,00 por consulta Auxílio creche Cartão de Crédito Caju! Não quer gastar com comida!? Que tal usar seu VR para ir ao cinema ou à academia? O Cartão Caju dá a liberdade para o colaborador fazer o que quiser com o seu Vale Refeição. Vale Transporte
Engenheiro de Dados;https://www.catho.com.br/vagas/engenheiro-de-dados/18611945/?origem_apply=busca-de-vagas&entrada_apply=direto;Curitiba - PR (1);Desenhar e modelar novas soluções de arquitetura de dados seguras, confiáveis, disponíveis e escaláveis. Criar e definir modelagens de repositórios de dados de clientes tais como (Data Lakes, DataWareHouses, Bases relacionais e não relacionais). Desenvolver estratégias de aquisição de dados (históricos e online), recuperação de informação, implementação de pipelines de processamentos de dados e armazenamento de dados. Manter repositórios de dados seguros e pipelines de integração confiáveis e escaláveis. Planejar e modelar estruturas de comunicação de dados entre sistemas legados e repositórios de dados. Construir e sustentar a infraestrutura que suporta o treinamento e a operação de modelos de machine learning. Entendimento de necessidade de clientes junto à equipes de negócio. REQUISITOS E QUALIFICAÇÕES: Forte skill de engenharia de software Proficiência em alguma linguagem de programação. Preferência por Python ou Java Proficiência em linguagem SQL Conhecimento em big data, data warehousing, business intelligence Experiência em arquitetura e processos de cargas para DataLake Experiência em extrações de Dados via API&#39s Experiência com ferramentas de ETL Experiência com ferramentas de orquestração de fluxo de dados Conhecimento em DataOps e esteiras de CI/CD Experiência com cloud computing, preferencialmente GCP, AWS ou Azure. Diferenciais: Conhecimento em engenharia de machine learning Conhecimento em catálogo de dados.
Engenheiro de Dados Sênior;https://www.catho.com.br/vagas/engenheiro-de-dados-senior/18427584/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Irá atuar ativamente no desenvolvimento da plataforma de inteligência de dados de forma geral, desenvolver, evoluir e manter, como parte do escopo dos projetos. A plataforma está baseada em um ambiente AWS. Desenvolvimento e implementação de componentes AWS - EMR, Cloud Formation, Glue, Athena, APIs, Integration Services Administração de bucket S3 e instâncias AWS EC2 para execução de componentes da plataforma de Analytics quando requerido. Migração de dados a partir de fontes como SAP ECC e 4Hana, Sales Force, sistemas legados c/ bd no SQL Server, dados não estruturados como planilhas/imagens/etc e plataformas digitais (redes sociais, sites de e-commerce internos e externos, dados de apps entre outros) para nosso DataLake na AWS. Desenvolvimento de Lambda Functions, armazenamento em nosso DW, datamarts e cluster Big Data. Integração de dados utilizando como destino banco de dados SQL e NoSQL (Azure SQL DW, Aurora, MariaDb, Redshift, DynamoDb, MongoDb entre outros). Criação e manutenção de scripts em Python e SQL (conhecimentos em R e NodeJs desejáveis conhecimentos em Kafka e Kinesis serão considerados diferenciais). Experiência com modelagem de dados e especificação de arquitetura de soluções de BI & Analytics seguindo melhores práticas e/ou design patterns recomendados internamente ou por fornecedores.
Engenheiro de Dados;https://www.catho.com.br/vagas/engenheiro-de-dados/18616080/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Desenvolver soluções de engenharia de dados em nuvem utilizando os produtos Azure Databricks / Data Factory / Storage e Azure SQL Server Coletar requerimentos de usuários em relação as soluções de BI e Dados Construir modelagem que descrevam os dados e seus relacionamentos de modo consistente para suportar os objetivos de negócios tecnológicos Desenhar relatórios e dashboards que facilitem as atividades operacionais dos usuários de negócios e extrair insights avançados Definir e criar a camada semântica de dados Treinar e apoiar usuários na exploração autônoma dos dados usando as ferramentas apropriadas Definir processos que forneçam conjuntos de dados para análises, aumentando a velocidade das entregas Limpar e preparar dados para uso futuro (principalmente BigData) Simplificar o acesso e colaboração por meio de componentes reutilizáveis (APIs, Views, DataSet etc). Requisitos Necessários Conhecimentos em Azure Data Bricks / Azure Data Factory / Azure Storage / Azure SQL Arquitetura de ambientes de Dados utilizando Databricks / Data Factory / Storage e Azure SQL Server Análise de requisitos de dados e BI Modelagem e relacionamento de dados Desenhar e desenvolver relatórios e Dashboards Análise semântica de dados Executar o processo ETL Conhecimento de integração com fontes de dados Criação de processos para governança de dados. Requisitos Desejáveis Programação na Linguagem Python.
Desenvolvedor Sênior (Engenheiro de Dados);https://www.catho.com.br/vagas/desenvolvedor-senior-engenheiro-de-dados/18383001/?origem_apply=busca-de-vagas&entrada_apply=direto;Porto Alegre - RS (1);Atuar no design, programação e testes de soluções críticas e escaláveis. Projetar, evoluir e manter pipelines de dados envolvendo as fases de ingestão, saneamento, processamento, entrega e visualização. Desenvolver e manter rotinas de captura, tratamento e enriquecimento de dados. Apoiar na análise dos dados processados pelas soluções e na preparação dos dados para exploração em ambiente analítico. Atuar na resolução de incidentes e defeitos, propondo melhorias para aplicações e processos. Apoiar na elaboração e revisão de especificações técnicas, funcionais e não funcionais. Trabalhar de forma colaborativa, apoiando o time e disseminando conhecimento. Experiência prévia em desenvolvimento de sistemas corporativos e especificação de sistemas. Experiência prévia no desenvolvimento de pipelines de dados envolvendo as fases de ingestão, processamento, entrega e visualização. Computação em nuvem (preferencialmente Microsoft Azure) incluindo Storage, App Services, Serverless/Functions. Conhecimento em Ferramentas de Exploração e Análise de Dados, principais SGBDs de mercado, SQL, NoSQL, Spark, Python, etc. Boas práticas e metodologias de desenvolvimento de software. Perfil analítico e visão sistêmica. Iniciativa e pró-atividade para identificar, diagnosticar e propor soluções. Empatia e bom relacionamento para trabalho em equipe. Disposição e vontade para ensinar e aprender. Experiência em governança de dados incluindo saneamento, tratamento e classificação. Excel avançado para manipulação de dados. Ferramentas analíticas tais como Power BI, Microstrategy, Tableau, etc. Experiência com tecnologias envolvendo inteligência artificial e machine learning. Conhecimentos em HTML, XML, CSS, Maven/Ant, Log4j/Logback, JUnit/TestNG, WebServices SOAP/REST, JSF, Spring Boot, JPA com Hibernate, Angular 5, Javacript, TypeScript, Go Language.
Engenheiro de dados;https://www.catho.com.br/vagas/engenheiro-de-dados/18429370/?origem_apply=busca-de-vagas&entrada_apply=direto;Rio de Janeiro - RJ (5);Estamos contratando Engenheiro de Dados para a execução de projetos de transformação digital, desenvolvendo ferramentas inovadoras para entregar a melhor experiência para os usuários da plataforma de uma grande empresa.    Entendemos que para essa evolução, é necessário o conhecimento nas tecnologias:      ?	Python  ?	BigData  ?	Metodologia Agil    Se você tem conhecimento ou experiência em metodologia ágil e ferramentas de ETL para desenvolvimento será uma grande diferencial para a oportunidade e com certeza não hesitaremos em te contratar.    Os bancos de dados principais:  ?	SQL Server  ?	Oracle  ?	TeraData  Essa transformação envolve diversas áreas, por isso é um projeto com prazo indeterminado na qual você fara parte da equipe desde o início para que possamos ter o melhor resultado e uma equipe de longa experiência para evolução das plataformas em uma grande empresa de telecomunicação.    Atuação 100% remota.    Tem interesse?    Candidate-se a nossa vaga que teremos o grande prazer de dividir essa experiência com você.    ?Grandes coisas em termos de negócios nunca são feitas por uma pessoa. São feitas por uma equipe de pessoas?  Idioma:  Inglês - Intermediário
Engenheiro de Dados;https://www.catho.com.br/vagas/engenheiro-de-dados/18539014/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Propor, executar, validar, apresentar e implantar o uso de tecnologias e soluções para questões técnicas e também de negócios, através de ferramentas e arquiteturas projetadas para processamento de grande volume de dados, com foco em inovação, melhora na qualidade de dados e provendo insumos para novos produtos na empresa. Experiência em engenharia de dados. Experiência em SIEM. Experiência em QRADAR.
Engenheiro de Dados;https://www.catho.com.br/vagas/engenheiro-de-dados/18575950/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Profissional que gerencia, otimiza, supervisona e monitora a recuperação. responsável pelos armazenamento e distribuir os dados. Em linhas gerais, é o profissional responsável por gerenciar, otimizar, supervisionar e monitorar a recuperação, armazenamento e distribuição de dados em toda a organização. Engenheiros de dados são membros vitais de qualquer equipe corporativa de análise de dados. Fundamentos de Big Data, Hadoop, Hive, SQL, StreamSets Conhecimento de Spark Conhecimentos de Python Conhecimento em Modelagem de Dados Conhecimento em NoSQL Conhecimento com Linux Experiência com ingestão, integração, processamento e armazenamento de grandes volumes de dados.
Engenheiro de Dados;https://www.catho.com.br/vagas/engenheiro-de-dados/18564354/?origem_apply=busca-de-vagas&entrada_apply=direto;Florianópolis - SC (1);O Engenheiro de Dados projeta e implementa o gerenciamento, monitoramento, segurança e privacidade de dados utilizando as soluções que atendam às necessidades de negócios. Concluído ou Cursando superior em Informática, matemática, engenharia ou áreas afins. Docker. Apache Spark. Apache Airflow. Apache Hive.Apache ZooKeeper. Apache Hadoop YARN. Apache Kafka.Apache Sentry. Conhecimento do ecossistema Cloudera. onhecimento nas seguintes linguagens: SQL, Python. Conhecimento em Orientação a Objeto e/ou Funcional. Diferenciais:C#.Redis.Jupyter Notebook .DevOpsData Driven. Conhecimento em Ciência de Dados.
Engenheiro de Dados;https://www.catho.com.br/vagas/engenheiro-de-dados/18522596/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (6);Extrair dados de diversas plataformas e trabalhar com terabytes de dados. Garantir por meio de monitoramento e métricas que todo o processo de ETL esteja funcionando. Propor melhorias e soluções relacionadas a engenharia de dados. Experiência em processos ETL (Extract Transform and Load). Experiência com grandes conjuntos de dados com ferramentas de BigData como Spark, Presto, Kafka, Kinesis ,etc. Experiência em um ambiente data-driven. Experiência com tecnologias como Spark, Kafka, Presto e Airflow e se sente confiante para criar datasets agregados. Conhecimento em práticas para construção de De Data Lakes e Data Warehouses em cloud. Experiência com AWS, Azure ou GCP. Experiência na função.
Engenheiro de Dados;https://www.catho.com.br/vagas/engenheiro-de-dados/18554544/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);O Engenheiro de Dados tem o desafio de desenvolver pipelines de dados, praticar governança e disseminar a melhor fonte de dados para cada necessidade, modelos estatísticos ou inteligência do negócio (BI, MIS, etc). Procuramos alguém dinâmico, capaz de buscar as melhores soluções para cada desafio proposto. Atividades: Desenvolvimento de ingestões de dados utilizando Azure Data Factory. Desenvolvimento de pipelines de dados utilizando Spark. Desenvolvimento em Python, manipulação de dados, criação de datamarts e tabelas unificadas para melhor atender os requisitos de negócio. Realizar as entregas em todos ambientes (inclusive em produção). Automatizar integrações de bases com o Data Lake Experiência em soluções de dados. Conhecimento em Python ou outra linguagem voltada a manipulação de dados. Conhecimento dos conceitos de ETL. Experiência em modelagem de dados. Conhecimentos avançados em SQL. Diferenciais: Experiência com arquitetura cloud para dados. Preferencialmente em Azure (Ex.: Azure Data Factory, Azure Databricks, Azure Data Lake Storage, Azure Synapse Analytics). Análise de fontes de dados conforme pedido das áreas de negócio (banco de dados, arquivos, não estruturados, etc). Conhecimento de alguma ferramenta de ETL (Ex.: IBM Datastage, ODI, Informatica PowerCenter). Experiencia em análise e extração de dados estruturados e não estruturados. Familiaridade com ambiente cloud (Azure, Google ou AWS) Levantamento de necessidades e definições de formato de integração de dados. Conhecimento em ferramentas de dashboards (Power BI ou Tableau).
Engenheiro de Dados;https://www.catho.com.br/vagas/engenheiro-de-dados/18448997/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Experiência em projetar, desenvolver, testar, instalar / implementar, modificar e manter soluções de Business Intelligence e Data Warehousing. Experiência de Processo: Consultoria de Dados e Análise Modelagem de dados: modelagem de banco de dados multidimensional e relacional Traduzir desafios e requisitos de negócios em percepções. Experiência em escrever e desenvolver processos ETL ad-hoc e de nível de produção Proficiente em SQL (PL-SQL, T-SQL) Experiência prática com pipelines de dados em Python (ETL, preparação de dados, engenharia de recursos) Conhecimento prático de scripts de shell Plataformas orientadas para estatísticas (SAS, SSPS) Plataformas ETL (Data Stage, PowerCenter) Paradigmas de modelagem de dados não relacionais (gráfico, documento, valor-chave, coluna) Proficiente em pelo menos uma plataforma de Big Data e Cloud (Azure, AWS, GCP) Inglês Avançado, Espanhol intermediário.
